Interaction_ID,Customer_ID,Interaction_Date,Channel,Team,Customer_Segment,Issue_Category,Priority,Agent_ID,Previous_Interactions,Response_Time_Min,Resolution_Time_Min,Escalated,FCR,CSAT,Resolution_Status,SLA_Breached,Date,Year,Month,Month_Name,Year_Month,Day_Name
INT102101,CUST18140,2025-07-19 19:00:00,Phone,Billing,Premium,Technical Issue,Medium,AG155,4,31.0,127.4,0,1,4.0,Resolved,0,2025-07-19,2025,7,July,2025-07,Saturday
INT112102,CUST16311,2025-07-19 19:00:00,Chat,Technical Support,Consumer,Cancellation,Medium,AG146,4,77.5,138.5,0,1,3.0,Resolved,0,2025-07-19,2025,7,July,2025-07,Saturday
INT103164,CUST13223,2025-07-19 19:00:00,Phone,Technical Support,Small Business,Technical Issue,Medium,AG153,0,29.0,136.1,0,0,4.0,Resolved,0,2025-07-19,2025,7,July,2025-07,Saturday
INT126025,CUST17003,2025-07-19 19:00:00,Phone,Tier 2 Support,Consumer,Product Inquiry,Critical,AG131,2,55.4,171.3,0,1,4.0,Resolved,1,2025-07-19,2025,7,July,2025-07,Saturday
INT105364,CUST12949,2025-07-19 20:00:00,Email,Tier 2 Support,Small Business,Account Access,Medium,AG108,2,197.5,99.6,0,1,4.0,Resolved,1,2025-07-19,2025,7,July,2025-07,Saturday
INT104127,CUST18516,2025-07-19 20:00:00,Phone,Technical Support,Premium,Complaint,High,AG128,1,47.9,214.3,0,1,5.0,Resolved,0,2025-07-19,2025,7,July,2025-07,Saturday
INT114932,CUST13720,2025-07-19 20:00:00,Email,Tier 2 Support,Consumer,Account Access,Medium,AG113,1,197.8,168.8,1,1,3.0,Transferred,1,2025-07-19,2025,7,July,2025-07,Saturday
INT108410,CUST15095,2025-07-19 21:00:00,Phone,Technical Support,Premium,Account Access,Low,AG169,6,36.1,116.2,0,1,5.0,Resolved,0,2025-07-19,2025,7,July,2025-07,Saturday
INT124031,CUST13921,2025-07-19 21:00:00,Phone,Technical Support,Consumer,Product Inquiry,Medium,AG142,6,63.6,137.4,0,0,4.0,Resolved,0,2025-07-19,2025,7,July,2025-07,Saturday
INT120935,CUST14121,2025-07-19 21:00:00,Web,Tier 2 Support,Consumer,Product Inquiry,Medium,AG162,1,70.2,103.3,0,1,4.0,Resolved,0,2025-07-19,2025,7,July,2025-07,Saturday
INT111835,CUST17422,2025-07-19 22:00:00,Social Media,Technical Support,Consumer,Account Access,Low,AG161,8,84.9,110.4,0,1,5.0,Resolved,0,2025-07-19,2025,7,July,2025-07,Saturday
INT127756,CUST11347,2025-07-19 22:00:00,Email,Technical Support,Consumer,Account Access,Medium,AG123,2,200.6,174.3,1,1,3.0,Resolved,1,2025-07-19,2025,7,July,2025-07,Saturday
INT103166,CUST18119,2025-07-19 22:00:00,Phone,Technical Support,Consumer,Delivery,Low,AG170,3,30.9,158.8,0,1,5.0,Resolved,0,2025-07-19,2025,7,July,2025-07,Saturday
INT115921,CUST15140,2025-07-19 22:00:00,Chat,Tier 2 Support,Consumer,Product Inquiry,Low,AG142,0,16.5,144.6,0,1,4.0,Resolved,0,2025-07-19,2025,7,July,2025-07,Saturday
INT116886,CUST10340,2025-07-19 22:00:00,Phone,Tier 1 Support,Small Business,Account Access,Medium,AG103,1,47.9,54.3,0,1,4.0,Resolved,0,2025-07-19,2025,7,July,2025-07,Saturday
INT102171,CUST17199,2025-07-19 23:00:00,Email,Tier 1 Support,Consumer,Billing,Low,AG121,2,235.8,53.6,0,1,4.0,Resolved,0,2025-07-19,2025,7,July,2025-07,Saturday
INT124518,CUST14270,2025-07-19 23:00:00,Email,Tier 1 Support,Consumer,Cancellation,Low,AG115,0,197.5,74.6,0,0,4.0,Resolved,0,2025-07-19,2025,7,July,2025-07,Saturday
INT115706,CUST14050,2025-07-19 23:00:00,Phone,Tier 1 Support,Consumer,Refund,Low,AG133,3,30.5,36.5,0,1,5.0,Resolved,0,2025-07-19,2025,7,July,2025-07,Saturday
INT120766,CUST15196,2025-07-19 23:00:00,Social Media,Tier 1 Support,Premium,Complaint,Low,AG151,2,135.7,43.5,0,0,3.0,Resolved,0,2025-07-19,2025,7,July,2025-07,Saturday
INT126826,CUST13880,2025-07-20 00:00:00,Phone,Tier 1 Support,Premium,Delivery,Medium,AG106,2,55.2,86.2,0,1,5.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT120639,CUST12197,2025-07-20 00:00:00,Email,Tier 2 Support,Consumer,Refund,Medium,AG176,3,218.4,101.7,1,0,3.0,Resolved,1,2025-07-20,2025,7,July,2025-07,Sunday
INT129144,CUST13517,2025-07-20 01:00:00,Chat,Tier 2 Support,Small Business,Product Inquiry,Low,AG112,2,17.7,113.0,0,1,4.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT117675,CUST10868,2025-07-20 01:00:00,Email,Billing,Consumer,Product Inquiry,Low,AG144,1,210.8,94.5,0,1,4.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT116523,CUST17427,2025-07-20 02:00:00,Email,Retention,Consumer,Account Access,Medium,AG161,6,214.1,125.2,0,0,3.0,Pending,1,2025-07-20,2025,7,July,2025-07,Sunday
INT112876,CUST11009,2025-07-20 03:00:00,Email,Tier 1 Support,Enterprise,Complaint,Low,AG112,2,215.2,49.6,0,1,5.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT125270,CUST16471,2025-07-20 03:00:00,Social Media,Technical Support,Premium,Refund,Critical,AG178,3,80.5,269.2,0,0,4.0,Resolved,1,2025-07-20,2025,7,July,2025-07,Sunday
INT128257,CUST10535,2025-07-20 04:00:00,Phone,Tier 1 Support,Enterprise,Delivery,Low,AG140,5,45.1,33.0,0,1,4.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT106155,CUST18049,2025-07-20 04:00:00,Email,Tier 1 Support,Consumer,Product Inquiry,High,AG101,1,195.3,63.4,0,1,5.0,Resolved,1,2025-07-20,2025,7,July,2025-07,Sunday
INT124497,CUST16350,2025-07-20 04:00:00,Chat,Tier 1 Support,Consumer,Billing,Medium,AG120,2,22.8,65.7,0,1,4.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT100935,CUST15607,2025-07-20 04:00:00,Social Media,Tier 1 Support,Small Business,Technical Issue,Medium,AG152,4,71.9,45.2,0,1,4.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT101970,CUST17705,2025-07-20 05:00:00,Phone,Technical Support,Consumer,Technical Issue,High,AG101,3,17.1,173.3,1,0,3.0,Pending,0,2025-07-20,2025,7,July,2025-07,Sunday
INT102689,CUST14798,2025-07-20 06:00:00,Phone,Tier 1 Support,Enterprise,Account Access,Low,AG105,0,51.3,74.8,0,1,5.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT101850,CUST12704,2025-07-20 06:00:00,Web,Billing,Consumer,Account Access,Medium,AG138,0,44.7,111.4,0,0,3.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT123941,CUST14986,2025-07-20 06:00:00,Chat,Technical Support,Consumer,Technical Issue,Medium,AG156,1,14.6,147.5,1,0,5.0,Transferred,0,2025-07-20,2025,7,July,2025-07,Sunday
INT126398,CUST15702,2025-07-20 07:00:00,Phone,Technical Support,Premium,Technical Issue,Critical,AG165,1,52.8,232.6,0,1,4.0,Resolved,1,2025-07-20,2025,7,July,2025-07,Sunday
INT111253,CUST15560,2025-07-20 08:00:00,Chat,Tier 1 Support,Consumer,Refund,Medium,AG177,3,29.8,71.2,1,1,3.0,Pending,0,2025-07-20,2025,7,July,2025-07,Sunday
INT123634,CUST10099,2025-07-20 08:00:00,Phone,Retention,Small Business,Product Inquiry,Low,AG137,3,30.6,73.7,0,1,5.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT100982,CUST17783,2025-07-20 09:00:00,Phone,Billing,Consumer,Cancellation,Medium,AG102,3,25.8,103.4,0,1,4.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT127884,CUST15894,2025-07-20 09:00:00,Web,Technical Support,Consumer,Technical Issue,Medium,AG107,1,32.4,140.0,0,1,5.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT112399,CUST18923,2025-07-20 10:00:00,Chat,Technical Support,Enterprise,Account Access,Medium,AG102,1,17.6,193.2,0,1,4.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT112005,CUST12134,2025-07-20 11:00:00,Email,Retention,Consumer,Billing,Low,AG168,3,202.8,81.2,0,1,4.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT102174,CUST16055,2025-07-20 11:00:00,Phone,Technical Support,Small Business,Technical Issue,Medium,AG179,4,34.1,194.8,1,0,4.0,Pending,0,2025-07-20,2025,7,July,2025-07,Sunday
INT120977,CUST10620,2025-07-20 12:00:00,Email,Tier 1 Support,Consumer,Refund,Medium,AG152,2,221.3,52.7,1,1,3.0,Resolved,1,2025-07-20,2025,7,July,2025-07,Sunday
INT118917,CUST12079,2025-07-20 12:00:00,Social Media,Technical Support,Small Business,Product Inquiry,Low,AG123,1,77.5,115.7,0,1,5.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT108398,CUST15533,2025-07-20 13:00:00,Chat,Retention,Small Business,Complaint,High,AG121,3,27.6,109.8,0,1,4.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT112696,CUST11313,2025-07-20 14:00:00,Phone,Technical Support,Consumer,Product Inquiry,Critical,AG155,2,70.1,237.3,0,1,4.0,Resolved,1,2025-07-20,2025,7,July,2025-07,Sunday
INT124216,CUST13039,2025-07-20 15:00:00,Chat,Technical Support,Small Business,Technical Issue,Medium,AG176,4,30.2,141.6,0,0,5.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT107171,CUST17914,2025-07-20 15:00:00,Email,Tier 2 Support,Premium,Complaint,Medium,AG118,5,195.4,97.9,1,0,2.0,Resolved,1,2025-07-20,2025,7,July,2025-07,Sunday
INT107617,CUST12929,2025-07-20 15:00:00,Chat,Retention,Consumer,Delivery,Low,AG174,3,37.7,80.7,0,1,5.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT102820,CUST15192,2025-07-20 15:00:00,Email,Technical Support,Premium,Billing,Low,AG118,6,208.5,110.4,0,1,4.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT120650,CUST18041,2025-07-20 16:00:00,Email,Technical Support,Premium,Billing,Medium,AG153,5,221.4,134.6,0,1,4.0,Resolved,1,2025-07-20,2025,7,July,2025-07,Sunday
INT126556,CUST13922,2025-07-20 16:00:00,Web,Tier 1 Support,Consumer,Cancellation,Medium,AG109,1,68.2,106.4,0,0,5.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT121357,CUST11580,2025-07-20 16:00:00,Phone,Retention,Consumer,Delivery,Low,AG119,2,20.3,124.9,0,1,5.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT113670,CUST10018,2025-07-20 17:00:00,Email,Billing,Small Business,Account Access,High,AG179,2,216.1,134.2,1,1,4.0,Pending,1,2025-07-20,2025,7,July,2025-07,Sunday
INT108140,CUST17842,2025-07-20 18:00:00,Email,Retention,Consumer,Delivery,Medium,AG102,0,199.1,128.0,0,1,4.0,Resolved,1,2025-07-20,2025,7,July,2025-07,Sunday
INT123199,CUST15570,2025-07-20 18:00:00,Email,Tier 2 Support,Enterprise,Product Inquiry,Medium,AG130,3,197.3,118.2,0,1,4.0,Resolved,1,2025-07-20,2025,7,July,2025-07,Sunday
INT116860,CUST14115,2025-07-20 20:00:00,Chat,Tier 1 Support,Enterprise,Refund,Low,AG151,3,63.5,74.6,0,1,4.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT101341,CUST13504,2025-07-20 20:00:00,Chat,Technical Support,Consumer,Delivery,Medium,AG166,4,35.4,176.5,0,1,5.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT106508,CUST12765,2025-07-20 20:00:00,Chat,Technical Support,Consumer,Billing,High,AG155,1,42.5,186.8,1,1,5.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT128148,CUST18395,2025-07-20 21:00:00,Phone,Tier 1 Support,Consumer,Delivery,Low,AG102,0,17.6,42.4,0,1,5.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT105440,CUST17121,2025-07-20 21:00:00,Chat,Tier 2 Support,Consumer,Cancellation,High,AG162,2,13.7,145.1,0,1,5.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT121180,CUST15583,2025-07-20 22:00:00,Web,Tier 2 Support,Small Business,Billing,Medium,AG177,1,44.7,120.1,0,1,4.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT127553,CUST12411,2025-07-20 23:00:00,Phone,Tier 2 Support,Consumer,Account Access,High,AG172,2,40.5,171.1,0,1,5.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT122140,CUST18271,2025-07-20 23:00:00,Web,Billing,Small Business,Complaint,Low,AG154,2,43.1,74.1,0,1,5.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT108794,CUST10389,2025-07-20 23:00:00,Chat,Tier 1 Support,Consumer,Account Access,Medium,AG179,3,33.2,64.3,0,1,4.0,Resolved,0,2025-07-20,2025,7,July,2025-07,Sunday
INT108929,CUST16864,2025-07-21 01:00:00,Web,Billing,Consumer,Technical Issue,Critical,AG135,5,89.4,126.5,1,0,3.0,Resolved,1,2025-07-21,2025,7,July,2025-07,Monday
INT114945,CUST11330,2025-07-21 01:00:00,Email,Technical Support,Consumer,Billing,High,AG134,3,206.5,184.9,0,1,4.0,Resolved,1,2025-07-21,2025,7,July,2025-07,Monday
INT116915,CUST17734,2025-07-21 02:00:00,Email,Technical Support,Consumer,Technical Issue,Medium,AG120,2,228.8,121.3,0,1,4.0,Resolved,1,2025-07-21,2025,7,July,2025-07,Monday
INT106967,CUST10793,2025-07-21 03:00:00,Email,Tier 1 Support,Consumer,Technical Issue,Low,AG142,1,212.7,64.1,0,1,4.0,Resolved,0,2025-07-21,2025,7,July,2025-07,Monday
INT122814,CUST13623,2025-07-21 04:00:00,Web,Technical Support,Consumer,Product Inquiry,Medium,AG138,1,68.3,145.5,0,1,4.0,Resolved,0,2025-07-21,2025,7,July,2025-07,Monday
INT123788,CUST13096,2025-07-21 05:00:00,Chat,Tier 1 Support,Consumer,Product Inquiry,Low,AG177,3,28.6,35.8,0,1,5.0,Resolved,0,2025-07-21,2025,7,July,2025-07,Monday
INT126829,CUST11665,2025-07-21 05:00:00,Phone,Tier 1 Support,Premium,Product Inquiry,Medium,AG137,0,43.1,58.5,0,1,5.0,Resolved,0,2025-07-21,2025,7,July,2025-07,Monday
INT115016,CUST16606,2025-07-21 05:00:00,Phone,Tier 1 Support,Consumer,Product Inquiry,Medium,AG158,6,40.1,43.0,0,1,3.0,Resolved,0,2025-07-21,2025,7,July,2025-07,Monday
INT112818,CUST10811,2025-07-21 06:00:00,Web,Tier 1 Support,Consumer,Complaint,Medium,AG160,4,49.9,60.4,1,0,5.0,Pending,0,2025-07-21,2025,7,July,2025-07,Monday
INT116036,CUST10648,2025-07-21 06:00:00,Email,Technical Support,Consumer,Billing,Medium,AG133,1,204.0,130.7,0,1,4.0,Resolved,1,2025-07-21,2025,7,July,2025-07,Monday
INT120522,CUST12070,2025-07-21 06:00:00,Chat,Tier 2 Support,Enterprise,Refund,Medium,AG104,3,39.5,125.5,0,1,5.0,Resolved,0,2025-07-21,2025,7,July,2025-07,Monday
INT101683,CUST16036,2025-07-21 07:00:00,Chat,Tier 2 Support,Small Business,Product Inquiry,High,AG156,2,33.2,137.9,1,1,4.0,Resolved,0,2025-07-21,2025,7,July,2025-07,Monday
INT111852,CUST18815,2025-07-21 09:00:00,Chat,Technical Support,Consumer,Complaint,Low,AG145,3,31.0,130.8,0,1,4.0,Resolved,0,2025-07-21,2025,7,July,2025-07,Monday
INT119835,CUST15098,2025-07-21 09:00:00,Social Media,Retention,Small Business,Account Access,Low,AG150,0,79.9,109.2,0,1,5.0,Resolved,0,2025-07-21,2025,7,July,2025-07,Monday
INT114011,CUST10054,2025-07-21 09:00:00,Email,Tier 1 Support,Consumer,Product Inquiry,High,AG124,0,211.5,72.0,0,0,3.0,Resolved,1,2025-07-21,2025,7,July,2025-07,Monday
INT127894,CUST17553,2025-07-21 10:00:00,Email,Tier 2 Support,Consumer,Refund,Low,AG138,2,246.5,138.5,1,0,3.0,Transferred,1,2025-07-21,2025,7,July,2025-07,Monday
INT127452,CUST18767,2025-07-21 10:00:00,Phone,Tier 1 Support,Consumer,Technical Issue,High,AG157,3,71.2,60.1,1,0,4.0,Resolved,1,2025-07-21,2025,7,July,2025-07,Monday
INT100915,CUST16156,2025-07-21 11:00:00,Social Media,Tier 2 Support,Small Business,Refund,High,AG151,2,89.1,153.9,1,1,4.0,Pending,1,2025-07-21,2025,7,July,2025-07,Monday
INT118041,CUST18561,2025-07-21 11:00:00,Chat,Technical Support,Consumer,Product Inquiry,High,AG146,2,53.1,208.6,0,1,4.0,Resolved,0,2025-07-21,2025,7,July,2025-07,Monday
INT122584,CUST17527,2025-07-21 11:00:00,Phone,Tier 1 Support,Premium,Delivery,Medium,AG136,0,58.4,61.6,0,1,5.0,Resolved,0,2025-07-21,2025,7,July,2025-07,Monday
INT123661,CUST17867,2025-07-21 11:00:00,Chat,Tier 1 Support,Consumer,Delivery,Critical,AG166,3,47.3,146.9,0,0,4.0,Resolved,1,2025-07-21,2025,7,July,2025-07,Monday
INT128558,CUST14036,2025-07-21 12:00:00,Social Media,Tier 1 Support,Premium,Product Inquiry,Medium,AG154,2,81.1,58.6,0,1,5.0,Resolved,0,2025-07-21,2025,7,July,2025-07,Monday
INT103141,CUST17727,2025-07-21 13:00:00,Chat,Tier 2 Support,Premium,Product Inquiry,Critical,AG151,0,33.8,173.1,1,1,4.0,Resolved,1,2025-07-21,2025,7,July,2025-07,Monday
INT107589,CUST18771,2025-07-21 13:00:00,Web,Tier 1 Support,Small Business,Complaint,Medium,AG164,2,60.1,55.9,1,0,3.0,Resolved,0,2025-07-21,2025,7,July,2025-07,Monday
INT112723,CUST18804,2025-07-21 14:00:00,Phone,Retention,Consumer,Product Inquiry,Low,AG156,2,27.8,110.6,0,1,5.0,Resolved,0,2025-07-21,2025,7,July,2025-07,Monday
INT123265,CUST18996,2025-07-21 14:00:00,Social Media,Technical Support,Premium,Account Access,High,AG104,3,79.6,164.4,1,1,4.0,Transferred,1,2025-07-21,2025,7,July,2025-07,Monday
INT115863,CUST13329,2025-07-21 15:00:00,Email,Billing,Enterprise,Cancellation,Medium,AG132,2,206.5,146.4,0,1,5.0,Resolved,1,2025-07-21,2025,7,July,2025-07,Monday
INT103180,CUST16941,2025-07-21 15:00:00,Web,Tier 1 Support,Consumer,Billing,Low,AG152,2,48.8,47.0,0,1,5.0,Resolved,0,2025-07-21,2025,7,July,2025-07,Monday
INT122111,CUST17189,2025-07-21 16:00:00,Social Media,Technical Support,Small Business,Technical Issue,Medium,AG171,4,84.2,127.7,1,0,3.0,Resolved,0,2025-07-21,2025,7,July,2025-07,Monday
INT115857,CUST16843,2025-07-21 16:00:00,Web,Tier 2 Support,Consumer,Technical Issue,Low,AG164,3,47.4,105.1,0,0,5.0,Resolved,0,2025-07-21,2025,7,July,2025-07,Monday
INT101657,CUST13267,2025-07-21 17:00:00,Chat,Technical Support,Small Business,Cancellation,Medium,AG177,0,65.2,186.4,0,1,4.0,Resolved,0,2025-07-21,2025,7,July,2025-07,Monday
INT117275,CUST14395,2025-07-21 17:00:00,Chat,Technical Support,Enterprise,Product Inquiry,Low,AG150,3,76.8,107.3,0,1,4.0,Resolved,0,2025-07-21,2025,7,July,2025-07,Monday
INT111131,CUST16443,2025-07-21 17:00:00,Web,Tier 1 Support,Premium,Refund,Low,AG127,3,65.1,44.7,0,1,5.0,Resolved,0,2025-07-21,2025,7,July,2025-07,Monday
INT105730,CUST18295,2025-07-21 17:00:00,Phone,Tier 1 Support,Small Business,Complaint,Low,AG132,2,23.1,65.1,0,0,4.0,Resolved,0,2025-07-21,2025,7,July,2025-07,Monday
INT126192,CUST13443,2025-07-21 17:00:00,Web,Billing,Consumer,Complaint,High,AG130,1,46.4,86.9,0,1,5.0,Resolved,0,2025-07-21,2025,7,July,2025-07,Monday
INT124807,CUST14394,2025-07-21 18:00:00,Phone,Retention,Consumer,Product Inquiry,Low,AG139,5,31.3,69.3,0,1,5.0,Resolved,0,2025-07-21,2025,7,July,2025-07,Monday
INT109900,CUST16860,2025-07-21 21:00:00,Chat,Tier 1 Support,Consumer,Product Inquiry,Critical,AG128,3,53.9,72.1,1,1,4.0,Resolved,1,2025-07-21,2025,7,July,2025-07,Monday
INT128880,CUST14010,2025-07-21 22:00:00,Email,Tier 1 Support,Consumer,Billing,Medium,AG164,5,203.0,82.1,1,0,3.0,Resolved,1,2025-07-21,2025,7,July,2025-07,Monday
INT119072,CUST11309,2025-07-21 22:00:00,Web,Tier 2 Support,Small Business,Billing,Low,AG139,3,35.5,91.7,0,1,5.0,Resolved,0,2025-07-21,2025,7,July,2025-07,Monday
INT114724,CUST11486,2025-07-21 22:00:00,Chat,Tier 1 Support,Consumer,Technical Issue,Low,AG155,1,38.8,48.0,0,1,5.0,Resolved,0,2025-07-21,2025,7,July,2025-07,Monday
INT111828,CUST11464,2025-07-21 22:00:00,Chat,Tier 2 Support,Enterprise,Billing,Medium,AG138,3,27.2,128.1,0,1,4.0,Resolved,0,2025-07-21,2025,7,July,2025-07,Monday
INT108676,CUST15643,2025-07-21 22:00:00,Phone,Tier 2 Support,Small Business,Complaint,High,AG162,2,81.4,133.4,0,1,4.0,Resolved,1,2025-07-21,2025,7,July,2025-07,Monday
INT100783,CUST12484,2025-07-21 22:00:00,Phone,Tier 1 Support,Enterprise,Delivery,Medium,AG130,2,35.3,44.5,0,1,5.0,Resolved,0,2025-07-21,2025,7,July,2025-07,Monday
INT121110,CUST12734,2025-07-22 00:00:00,Web,Tier 1 Support,Consumer,Billing,Medium,AG114,2,64.7,89.5,0,1,5.0,Resolved,0,2025-07-22,2025,7,July,2025-07,Tuesday
INT118246,CUST14723,2025-07-22 01:00:00,Chat,Technical Support,Consumer,Technical Issue,Critical,AG165,4,42.3,293.1,1,1,4.0,Pending,1,2025-07-22,2025,7,July,2025-07,Tuesday
INT120664,CUST16422,2025-07-22 01:00:00,Phone,Tier 1 Support,Consumer,Complaint,Low,AG167,1,73.2,63.5,0,1,4.0,Resolved,0,2025-07-22,2025,7,July,2025-07,Tuesday
INT100835,CUST15906,2025-07-22 01:00:00,Social Media,Technical Support,Consumer,Account Access,Medium,AG144,3,89.1,134.1,1,1,4.0,Resolved,0,2025-07-22,2025,7,July,2025-07,Tuesday
INT128775,CUST10058,2025-07-22 04:00:00,Phone,Retention,Small Business,Billing,Low,AG124,3,25.1,126.4,0,1,5.0,Resolved,0,2025-07-22,2025,7,July,2025-07,Tuesday
INT121831,CUST12386,2025-07-22 04:00:00,Chat,Billing,Consumer,Complaint,Low,AG163,6,27.1,62.2,0,1,5.0,Resolved,0,2025-07-22,2025,7,July,2025-07,Tuesday
INT101769,CUST13795,2025-07-22 05:00:00,Chat,Retention,Consumer,Product Inquiry,Critical,AG101,1,41.6,192.9,0,1,4.0,Resolved,1,2025-07-22,2025,7,July,2025-07,Tuesday
INT114490,CUST10560,2025-07-22 05:00:00,Email,Tier 1 Support,Consumer,Refund,Medium,AG173,0,205.7,46.4,1,1,3.0,Resolved,1,2025-07-22,2025,7,July,2025-07,Tuesday
INT101050,CUST10422,2025-07-22 06:00:00,Phone,Technical Support,Premium,Complaint,Medium,AG125,0,40.5,127.9,1,1,5.0,Transferred,0,2025-07-22,2025,7,July,2025-07,Tuesday
INT120835,CUST18609,2025-07-22 06:00:00,Email,Billing,Consumer,Delivery,Low,AG151,1,241.3,80.9,0,1,4.0,Resolved,1,2025-07-22,2025,7,July,2025-07,Tuesday
INT127954,CUST18595,2025-07-22 06:00:00,Phone,Tier 2 Support,Premium,Product Inquiry,Medium,AG147,2,28.5,167.8,0,1,5.0,Pending,0,2025-07-22,2025,7,July,2025-07,Tuesday
INT105460,CUST15605,2025-07-22 07:00:00,Chat,Tier 2 Support,Consumer,Complaint,High,AG151,1,68.1,152.6,0,1,4.0,Resolved,1,2025-07-22,2025,7,July,2025-07,Tuesday
INT120169,CUST17849,2025-07-22 08:00:00,Chat,Tier 2 Support,Enterprise,Technical Issue,Low,AG158,2,28.1,107.3,0,1,5.0,Resolved,0,2025-07-22,2025,7,July,2025-07,Tuesday
INT118757,CUST17393,2025-07-22 08:00:00,Web,Technical Support,Consumer,Account Access,High,AG167,2,65.1,191.1,0,0,4.0,Resolved,1,2025-07-22,2025,7,July,2025-07,Tuesday
INT114451,CUST11589,2025-07-22 09:00:00,Phone,Tier 1 Support,Consumer,Billing,Medium,AG173,3,49.5,41.9,0,1,5.0,Resolved,0,2025-07-22,2025,7,July,2025-07,Tuesday
INT104404,CUST18917,2025-07-22 09:00:00,Chat,Tier 1 Support,Small Business,Billing,Low,AG138,2,26.9,67.9,0,1,5.0,Pending,0,2025-07-22,2025,7,July,2025-07,Tuesday
INT120731,CUST16159,2025-07-22 09:00:00,Phone,Billing,Consumer,Account Access,High,AG147,3,54.6,123.4,0,1,5.0,Resolved,0,2025-07-22,2025,7,July,2025-07,Tuesday
INT123926,CUST10433,2025-07-22 10:00:00,Email,Tier 2 Support,Small Business,Technical Issue,Medium,AG161,2,212.1,107.7,0,1,3.0,Pending,1,2025-07-22,2025,7,July,2025-07,Tuesday
INT122730,CUST14992,2025-07-22 10:00:00,Chat,Tier 2 Support,Premium,Billing,High,AG109,4,64.2,136.6,1,0,3.0,Resolved,1,2025-07-22,2025,7,July,2025-07,Tuesday
INT101017,CUST12754,2025-07-22 10:00:00,Phone,Tier 2 Support,Premium,Billing,High,AG148,3,48.1,155.7,0,1,4.0,Resolved,0,2025-07-22,2025,7,July,2025-07,Tuesday
INT114743,CUST13441,2025-07-22 10:00:00,Phone,Tier 1 Support,Premium,Product Inquiry,High,AG173,5,19.0,77.8,0,1,5.0,Resolved,0,2025-07-22,2025,7,July,2025-07,Tuesday
INT111294,CUST17769,2025-07-22 11:00:00,Email,Billing,Small Business,Product Inquiry,Medium,AG102,4,214.1,72.1,0,1,4.0,Resolved,1,2025-07-22,2025,7,July,2025-07,Tuesday
INT100116,CUST13409,2025-07-22 11:00:00,Chat,Tier 1 Support,Small Business,Product Inquiry,High,AG118,1,104.4,85.0,0,1,4.0,Resolved,1,2025-07-22,2025,7,July,2025-07,Tuesday
INT122320,CUST17312,2025-07-22 12:00:00,Phone,Billing,Enterprise,Account Access,Medium,AG175,2,74.9,62.7,0,0,5.0,Pending,0,2025-07-22,2025,7,July,2025-07,Tuesday
INT118320,CUST12199,2025-07-22 12:00:00,Chat,Tier 2 Support,Consumer,Technical Issue,Medium,AG109,0,26.5,152.3,0,0,4.0,Resolved,0,2025-07-22,2025,7,July,2025-07,Tuesday
INT114754,CUST13259,2025-07-22 13:00:00,Chat,Tier 2 Support,Premium,Refund,High,AG131,4,25.4,162.0,0,0,4.0,Resolved,0,2025-07-22,2025,7,July,2025-07,Tuesday
INT115952,CUST18311,2025-07-22 13:00:00,Chat,Tier 1 Support,Consumer,Technical Issue,Medium,AG132,1,44.2,67.7,0,1,5.0,Resolved,0,2025-07-22,2025,7,July,2025-07,Tuesday
INT120397,CUST16576,2025-07-22 13:00:00,Chat,Technical Support,Premium,Complaint,Low,AG140,2,19.6,117.5,0,1,5.0,Resolved,0,2025-07-22,2025,7,July,2025-07,Tuesday
